movie_id,title,genres,score,tags,summary
1452,Superman Returns,"['Adventure', 'Fantasy', 'Action', 'Science Fiction']",5.4,"adventure fantasy action sciencefiction brandonrouth kevinspacey katebosworth savingtheworld dccomics invulnerability sequel superhero basedoncomicbook kryptonite superpowers superhumanstrength lexluthor superman returns discover 5-year absence allowed lex luthor walk free, closest felt abandoned moved on. luthor plots ultimate revenge could see millions killed change face planet forever, well ridding man steel.","Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest too felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel."
10764,Quantum of Solace,"['Adventure', 'Action', 'Thriller', 'Crime']",6.1,"adventure action thriller crime danielcraig olgakurylenko mathieuamalric killing undercover secretagent britishsecretservice quantum solace continues adventures james bond casino royale. betrayed vesper, woman loved, 007 fights urge make latest mission personal. pursuing determination uncover truth, bond interrogate mr. white, reveals organization blackmailed vesper far complex dangerous anyone imagined.","Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined."
58,Pirates of the Caribbean: Dead Man's Chest,"['Adventure', 'Fantasy', 'Action']",7.0,"adventure fantasy action johnnydepp orlandobloom keiraknightley witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger captain jack sparrow works way blood debt ghostly davey jones, also attempts avoid eternal damnation.","Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation."
57201,The Lone Ranger,"['Action', 'Adventure', 'Western']",5.9,"action adventure western johnnydepp armiehammer williamfichtner texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto texas rangers chase gang outlaws led butch cavendish, gang ambushes rangers, seemingly killing all. one survivor found, however, american indian named tonto, nurses back health. ranger, donning mask riding white stallion named silver, teams tonto bring unscrupulous gang others ilk justice.","The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice."
49521,Man of Steel,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",6.5,"action adventure fantasy sciencefiction henrycavill amyadams michaelshannon savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse young boy learns extraordinary powers earth. young man, journeys discover came sent do. hero must emerge save world annihilation become symbol hope mankind.","A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind."
2454,The Chronicles of Narnia: Prince Caspian,"['Adventure', 'Family', 'Fantasy']",6.3,"adventure family fantasy benbarnes williammoseley annapopplewell basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld one year incredible adventures lion, witch wardrobe, peter, edmund, lucy susan pevensie return narnia aid young prince whose life threatened evil king miraz. now, help colorful cast new characters, including trufflehunter badger nikabrik dwarf, pevensie clan embarks incredible quest ensure narnia returned rightful heir.","One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir."
24428,The Avengers,"['Science Fiction', 'Action', 'Adventure']",7.4,"sciencefiction action adventure robertdowneyjr. chrisevans markruffalo newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse unexpected enemy emerges threatens global safety security, nick fury, director international peacekeeping agency known s.h.i.e.l.d., finds need team pull world back brink disaster. spanning globe, daring recruitment effort begins!","When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!"
1865,Pirates of the Caribbean: On Stranger Tides,"['Adventure', 'Action', 'Fantasy']",6.4,"adventure action fantasy johnnydepp penélopecruz ianmcshane sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d captain jack sparrow crosses paths woman past, he's sure love -- ruthless con artist who's using find fabled fountain youth. forces aboard queen anne's revenge, ship formidable pirate blackbeard, jack finds unexpected adventure know fear more: blackbeard woman past.","Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."
41154,Men in Black 3,"['Action', 'Comedy', 'Science Fiction']",6.2,"action comedy sciencefiction willsmith tommyleejones joshbrolin timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory agents j (will smith) k (tommy lee jones) back...in time. j seen inexplicable things 15 years men black, nothing, even aliens, perplexes much wry, reticent partner. k's life fate planet put stake, agent j travel back time put things right. j discovers secrets universe k never told - secrets reveal teams young agent k (josh brolin) save partner, agency, future humankind.","Agents J (Will Smith) and K (Tommy Lee Jones) are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K (Josh Brolin) to save his partner, the agency, and the future of humankind."
122917,The Hobbit: The Battle of the Five Armies,"['Action', 'Adventure', 'Fantasy']",7.1,"action adventure fantasy martinfreeman ianmckellen richardarmitage corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery immediately events desolation smaug, bilbo dwarves try defend erebor's mountain treasure others claim it: men ruined laketown elves mirkwood. meanwhile army orcs led azog defiler marching erebor, fueled rise dark lord sauron. dwarves, elves men must unite, hope middle-earth falls bilbo's hands.","Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands."
1930,The Amazing Spider-Man,"['Action', 'Adventure', 'Fantasy']",6.5,"action adventure fantasy andrewgarfield emmastone rhysifans lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger peter parker outcast high schooler abandoned parents boy, leaving raised uncle ben aunt may. like teenagers, peter trying figure got person today. peter discovers mysterious briefcase belonged father, begins quest understand parents' disappearance – leading directly oscorp lab dr. curt connors, father's former partner. spider-man set collision course connors' alter ego, lizard, peter make life-altering choices use powers shape destiny become hero.","Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance – leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero."
20662,Robin Hood,"['Action', 'Adventure']",6.2,"action adventure russellcrowe cateblanchett maxvonsydow robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland soldier robin happens upon dying robert loxley, promises return man's sword family nottingham. there, assumes robert's identity; romances widow, marion; draws ire town's sheriff king john's henchman, godfrey.","When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey."
57158,The Hobbit: The Desolation of Smaug,"['Adventure', 'Fantasy']",7.6,"adventure fantasy martinfreeman ianmckellen richardarmitage elves dwarves orcs hobbit dragon wizard swordandsorcery dwarves, bilbo gandalf successfully escaped misty mountains, bilbo gained one ring. continue journey get gold back dragon, smaug.","The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug."
2268,The Golden Compass,"['Adventure', 'Fantasy']",5.8,"adventure fantasy dakotabluerichards nicolekidman danielcraig england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel overhearing shocking secret, precocious orphan lyra belacqua trades carefree existence roaming halls jordan college otherworldly adventure far north, unaware part destiny.","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny."
254,King Kong,"['Adventure', 'Drama', 'Action']",6.6,"adventure drama action naomiwatts jackblack adrienbrody filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur 1933 new york, overly ambitious movie producer coerces cast hired ship crew travel mysterious skull island, encounter kong, giant ape immediately smitten leading lady.","In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady."
597,Titanic,"['Drama', 'Romance', 'Thriller']",7.5,"drama romance thriller katewinslet leonardodicaprio francesfisher shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s 84 years later, 101-year-old woman named rose dewitt bukater tells story granddaughter lizzy calvert, brock lovett, lewis bodine, bobby buell anatoly mikailavich keldysh life set april 10th 1912, ship called titanic young rose boards departing ship upper-class passengers mother, ruth dewitt bukater, fiancé, caledon hockley. meanwhile, drifter artist named jack dawson best friend fabrizio de rossi win third-class tickets ship game. explains whole story departure death titanic first last voyage april 15th, 1912 2:20 morning.","84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning."
271110,Captain America: Civil War,"['Adventure', 'Action', 'Science Fiction']",7.1,"adventure action sciencefiction chrisevans robertdowneyjr. scarlettjohansson civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d following events age ultron, collective governments world pass act designed regulate superhuman activity. polarizes opinion amongst avengers, causing two factions side iron man captain america, causes epic battle former allies.","Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies."
44833,Battleship,"['Thriller', 'Action', 'Adventure', 'Science Fiction']",5.5,"thriller action adventure sciencefiction taylorkitsch alexanderskarsgård rihanna fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri mankind beams radio signal space, reply comes ‘planet g’, form several alien crafts splash waters hawaii. lieutenant alex hopper weapons officer assigned uss john paul jones, part international naval coalition becomes world's last hope survival engage hostile alien force unimaginable strength. taking invaders, hopper must also try live potential brother, fiancée's father, admiral shane, expect him.","When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him."
135397,Jurassic World,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",6.5,"action adventure sciencefiction thriller chrispratt brycedallashoward irrfankhan monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror twenty-two years events jurassic park, isla nublar features fully functioning dinosaur theme park, jurassic world, originally envisioned john hammond.","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond."
37724,Skyfall,"['Action', 'Adventure', 'Thriller']",6.9,"action adventure thriller danielcraig judidench javierbardem spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao bond's latest assignment goes gravely wrong agents around world exposed, mi6 attacked forcing relocate agency. events cause authority position challenged gareth mallory, new chairman intelligence security committee. mi6 compromised inside out, left one ally trust: bond. 007 takes shadows - aided field agent, eve - following trail mysterious silva, whose lethal hidden motives yet reveal themselves.","When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory, the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve - following a trail to the mysterious Silva, whose lethal and hidden motives have yet to reveal themselves."
558,Spider-Man 2,"['Action', 'Adventure', 'Fantasy']",6.7,"action adventure fantasy tobeymaguire kirstendunst jamesfranco dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain peter parker going major identity crisis. burned spider-man, decides shelve superhero alter ego, leaves city suffering wake carnage left evil doc ock. meantime, parker still can't act feelings mary jane watson, girl he's loved since childhood.","Peter Parker is going through a major identity crisis. Burned out from being Spider-Man, he decides to shelve his superhero alter ego, which leaves the city suffering in the wake of carnage left by the evil Doc Ock. In the meantime, Parker still can't act on his feelings for Mary Jane Watson, a girl he's loved since childhood."
68721,Iron Man 3,"['Action', 'Adventure', 'Science Fiction']",6.8,"action adventure sciencefiction robertdowneyjr. gwynethpaltrow doncheadle terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis tony stark's world torn apart formidable terrorist called mandarin, starts odyssey rebuilding retribution.","When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
12155,Alice in Wonderland,"['Family', 'Fantasy', 'Adventure']",6.4,"family fantasy adventure miawasikowska johnnydepp annehathaway basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d alice, unpretentious individual 19-year-old, betrothed dunce english nobleman. engagement party, escapes crowd consider whether go marriage falls hole garden spotting unusual rabbit. arriving strange surreal place called 'underland,' finds world resembles nightmares child, filled talking animals, villainous queens knights, frumious bandersnatches. alice realizes reason – conquer horrific jabberwocky restore rightful queen throne.","Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne."
36668,X-Men: The Last Stand,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",6.3,"adventure action sciencefiction thriller hughjackman halleberry ianmckellen mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger cure found treat mutations, lines drawn amongst x-men brotherhood, band powerful mutants organized xavier's former ally, magneto.","When a cure is found to treat mutations, lines are drawn amongst the X-Men and The Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto."
62211,Monsters University,"['Animation', 'Family']",7.0,animation family billycrystal johngoodman stevebuscemi monster dormitory games animation bestfriend university scary aftercreditsstinger look relationship mike sulley days monsters university — necessarily best friends.,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.
8373,Transformers: Revenge of the Fallen,"['Science Fiction', 'Action', 'Adventure']",6.0,"sciencefiction action adventure shialabeouf meganfox joshduhamel egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger sam witwicky leaves autobots behind normal life. mind filled cryptic symbols, decepticons target dragged back transformers' war.","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."
91314,Transformers: Age of Extinction,"['Science Fiction', 'Action', 'Adventure']",5.8,"sciencefiction action adventure markwahlberg stanleytucci kelseygrammer sequel alien transformers giantrobot robot imax transformingrobot humanity picks pieces, following conclusion ""transformers: dark moon,"" autobots decepticons vanished face planet. however, group powerful, ingenious businessman scientists attempt learn past transformer incursions push boundaries technology beyond control - ancient, powerful transformer menace sets earth cross-hairs.","As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs."
68728,Oz: The Great and Powerful,"['Fantasy', 'Adventure', 'Family']",5.7,"fantasy adventure family jamesfranco milakunis rachelweisz circus witch magic hope illusion lost magictrick wizard 3d oscar diggs, small-time circus illusionist con-artist, whisked kansas land oz inhabitants assume he's great wizard prophecy, save oz clutches evil.","Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil."
102382,The Amazing Spider-Man 2,"['Action', 'Adventure', 'Fantasy']",6.5,"action adventure fantasy andrewgarfield emmastone jamiefoxx obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers peter parker, life busy. taking bad guys spider-man spending time person loves, gwen stacy, high school graduation cannot come quickly enough. peter forgotten promise made gwen’s father protect staying away, promise cannot keep. things change peter new villain, electro, emerges, old friend, harry osborn, returns, peter uncovers new clues past.","For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past."
20526,TRON: Legacy,"['Adventure', 'Action', 'Science Fiction']",6.3,"adventure action sciencefiction garretthedlund jeffbridges oliviawilde artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy sam flynn, tech-savvy daring son kevin flynn, investigates father's disappearance pulled grid. help mysterious program named quorra, sam quests stop evil dictator clu crossing real world.","Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world."
49013,Cars 2,"['Animation', 'Family', 'Adventure', 'Comedy']",5.8,animation family adventure comedy owenwilson larrythecableguy michaelcaine carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger star race car lightning mcqueen pal mater head overseas compete world grand prix race. road championship becomes rocky mater gets caught intriguing adventure own: international espionage.,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
44912,Green Lantern,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",5.1,"adventure action thriller sciencefiction ryanreynolds blakelively petersarsgaard dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d centuries, small powerful force warriors called green lantern corps sworn keep intergalactic order. green lantern wears ring grants superpowers. new enemy called parallax threatens destroy balance power universe, fate fate earth lie hands first human ever recruited.","For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited."
10193,Toy Story 3,"['Animation', 'Family', 'Comedy']",7.6,"animation family comedy tomhanks timallen nedbeatty hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory woody, buzz, rest andy's toys played years. andy go college, gang find accidentally left nefarious day care center. toys must band together escape return home andy.","Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy."
534,Terminator Salvation,"['Action', 'Science Fiction', 'Thriller']",5.9,"action sciencefiction thriller christianbale samworthington antonyelchin savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles grown post-apocalyptic 2018, john connor must lead resistance humans increasingly dominating militaristic robots. marcus wright appears, existence confuses mission connor tries determine whether wright come future past -- whether he's friend foe.","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe."
